Country,Initials,Host,Year,Result,Last opponent,Remarks,Goals_scored,Goals_conceded,Matches,Wins,Draws,Losses,Win percentage,Coach
Czechoslovakia,TCH,France,1938,Quarter-finals,Brazil,Eliminated by Brazil,5,3,3,1,1,1,33.33,MEISSNER Vaclav (TCH)
Czechoslovakia,TCH,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Czechoslovakia,TCH,Switzerland,1954,Group stage,Austria,Eliminated in the group stages,0,7,2,0,0,2,0.0,CEJP Josef (TCH)
Czechoslovakia,TCH,Sweden,1958,Group stage,Northern Ireland,Eliminated in the group stages,9,6,4,1,1,2,25.0,KOLSKY Karel (TCH)
Czechoslovakia,TCH,Chile,1962,Runners-up,Brazil,Lost the final to Brazil,7,7,6,3,1,2,50.0,VYTLACIL Rudolf (TCH)
Czechoslovakia,TCH,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Czechoslovakia,TCH,Mexico,1970,Group stage,England,Eliminated in the group stages,2,7,3,0,0,3,0.0,MARKO Jozef (TCH)
Czechoslovakia,TCH,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Czechoslovakia,TCH,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Czechoslovakia,TCH,Spain,1982,Group stage,France,Eliminated in the group stages,2,4,3,0,2,1,0.0,VENGLOS Jozef (SVK)
Czechoslovakia,TCH,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Czechoslovakia,TCH,Italy,1990,Quarter-finals,Germany,Eliminated by Germany,10,5,5,3,0,2,60.0,VENGLOS Jozef (SVK)
Czechoslovakia,TCH,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
Czechoslovakia,TCH,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
Czechoslovakia,TCH,Korea/Japan,2002,Not qualified,,Did not qualify for the tournament,,,,,,,,
Czechoslovakia,TCH,Germany,2006,Not qualified,,Did not qualify for the tournament,,,,,,,,
Czechoslovakia,TCH,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
Czechoslovakia,TCH,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
C�te d'Ivoire,CIV,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
C�te d'Ivoire,CIV,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
C�te d'Ivoire,CIV,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
C�te d'Ivoire,CIV,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
C�te d'Ivoire,CIV,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
C�te d'Ivoire,CIV,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
C�te d'Ivoire,CIV,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
C�te d'Ivoire,CIV,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
C�te d'Ivoire,CIV,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
C�te d'Ivoire,CIV,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
C�te d'Ivoire,CIV,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
C�te d'Ivoire,CIV,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
C�te d'Ivoire,CIV,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
C�te d'Ivoire,CIV,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
C�te d'Ivoire,CIV,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
C�te d'Ivoire,CIV,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
C�te d'Ivoire,CIV,Korea/Japan,2002,Not qualified,,Did not qualify for the tournament,,,,,,,,
C�te d'Ivoire,CIV,Germany,2006,Group stage,Serbia and Montenegro,Eliminated in the group stages,5,6,3,1,0,2,33.33,MICHEL Henri (FRA)
C�te d'Ivoire,CIV,South Africa,2010,Group stage,Korea DPR,Eliminated in the group stages,4,3,3,1,1,1,33.33,ERIKSSON Sven Goran (SWE)
C�te d'Ivoire,CIV,Brazil,2014,Group stage,Greece,Eliminated in the group stages,4,5,3,1,0,2,33.33,LAMOUCHI Sabri (FRA)
Denmark,DEN,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Denmark,DEN,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Denmark,DEN,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Denmark,DEN,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Denmark,DEN,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Denmark,DEN,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Denmark,DEN,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Denmark,DEN,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Denmark,DEN,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Denmark,DEN,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Denmark,DEN,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Denmark,DEN,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Denmark,DEN,Mexico,1986,Round of 16,Spain,Eliminated by Spain,10,6,4,3,0,1,75.0,PIONTEK Sepp (GER)
Denmark,DEN,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
Denmark,DEN,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
Denmark,DEN,France,1998,Quarter-finals,Brazil,Eliminated by Brazil,9,7,5,2,1,2,40.0,JOHANSSON Bo (SWE)
Denmark,DEN,Korea/Japan,2002,Round of 16,England,Eliminated by England,5,5,4,2,1,1,50.0,OLSEN Morten (DEN)
Denmark,DEN,Germany,2006,Not qualified,,Did not qualify for the tournament,,,,,,,,
Denmark,DEN,South Africa,2010,Group stage,Japan,Eliminated in the group stages,3,6,3,1,0,2,33.33,OLSEN Morten (DEN)
Denmark,DEN,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
Dutch East Indies,INH,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Dutch East Indies,INH,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Dutch East Indies,INH,France,1938,Round of 16,Hungary,Eliminated by Hungary,0,6,1,0,0,1,0.0,VAN MASTENBROEK Johannes (NED)
Dutch East Indies,INH,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Dutch East Indies,INH,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Dutch East Indies,INH,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Dutch East Indies,INH,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Dutch East Indies,INH,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Dutch East Indies,INH,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Dutch East Indies,INH,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Dutch East Indies,INH,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Dutch East Indies,INH,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Dutch East Indies,INH,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Dutch East Indies,INH,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
Dutch East Indies,INH,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
Dutch East Indies,INH,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
Dutch East Indies,INH,Korea/Japan,2002,Not qualified,,Did not qualify for the tournament,,,,,,,,
Dutch East Indies,INH,Germany,2006,Not qualified,,Did not qualify for the tournament,,,,,,,,
Dutch East Indies,INH,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
Dutch East Indies,INH,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ecuador,ECU,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ecuador,ECU,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ecuador,ECU,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ecuador,ECU,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ecuador,ECU,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ecuador,ECU,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ecuador,ECU,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ecuador,ECU,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ecuador,ECU,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ecuador,ECU,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ecuador,ECU,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ecuador,ECU,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ecuador,ECU,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ecuador,ECU,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ecuador,ECU,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ecuador,ECU,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ecuador,ECU,Korea/Japan,2002,Group stage,Croatia,Eliminated in the group stages,2,4,3,1,0,2,33.33,GOMEZ Hernan (COL)
Ecuador,ECU,Germany,2006,Round of 16,England,Eliminated by England,5,4,4,2,0,2,50.0,SUAREZ Luis (COL)
Ecuador,ECU,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ecuador,ECU,Brazil,2014,Group stage,France,Eliminated in the group stages,3,3,3,1,1,1,33.33,RUEDA Reinaldo (COL)
Egypt,EGY,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Egypt,EGY,Italy,1934,Preliminary round,Hungary,Eliminated by Hungary,2,4,1,0,0,1,0.0,McREA James (SCO)
Egypt,EGY,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Egypt,EGY,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Egypt,EGY,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Egypt,EGY,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Egypt,EGY,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Egypt,EGY,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Egypt,EGY,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Egypt,EGY,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Egypt,EGY,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Egypt,EGY,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Egypt,EGY,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Egypt,EGY,Italy,1990,Group stage,England,Eliminated in the group stages,1,2,3,0,2,1,0.0,EL GOHARY Mahmoud (EGY)
Egypt,EGY,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
Egypt,EGY,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
Egypt,EGY,Korea/Japan,2002,Not qualified,,Did not qualify for the tournament,,,,,,,,
Egypt,EGY,Germany,2006,Not qualified,,Did not qualify for the tournament,,,,,,,,
Egypt,EGY,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
Egypt,EGY,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
El Salvador,SLV,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
El Salvador,SLV,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
El Salvador,SLV,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
El Salvador,SLV,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
El Salvador,SLV,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
El Salvador,SLV,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
El Salvador,SLV,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
El Salvador,SLV,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
El Salvador,SLV,Mexico,1970,Group stage,Soviet Union,Eliminated in the group stages,0,9,3,0,0,3,0.0,CARRASCO Hernan (CHI)
El Salvador,SLV,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
El Salvador,SLV,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
El Salvador,SLV,Spain,1982,Group stage,Argentina,Eliminated in the group stages,1,13,3,0,0,3,0.0,RODRIGUEZ Mauricio (SLV)
El Salvador,SLV,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
El Salvador,SLV,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
El Salvador,SLV,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
El Salvador,SLV,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
El Salvador,SLV,Korea/Japan,2002,Not qualified,,Did not qualify for the tournament,,,,,,,,
El Salvador,SLV,Germany,2006,Not qualified,,Did not qualify for the tournament,,,,,,,,
El Salvador,SLV,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
El Salvador,SLV,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
England,ENG,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
England,ENG,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
England,ENG,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
England,ENG,Brazil,1950,Group stage,Spain,Eliminated in the group stages,2,2,3,1,0,2,33.33,WINTERBOTTOM Walter (ENG)
England,ENG,Switzerland,1954,Quarter-finals,Uruguay,Eliminated by Uruguay,8,8,3,1,1,1,33.33,WINTERBOTTOM Walter (ENG)
England,ENG,Sweden,1958,Group stage,Soviet Union,Eliminated in the group stages,4,5,4,0,3,1,0.0,WINTERBOTTOM Walter (ENG)
England,ENG,Chile,1962,Quarter-finals,Brazil,Eliminated by Brazil,5,6,4,1,1,2,25.0,WINTERBOTTOM Walter (ENG)
England,ENG,England,1966,Champions,Germany,Beaten Germany to become champions,11,3,6,5,1,0,83.33,RAMSEY Alf (ENG)
England,ENG,Mexico,1970,Quarter-finals,Germany,Eliminated by Germany,4,4,4,2,0,2,50.0,RAMSEY Alf (ENG)
England,ENG,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
England,ENG,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
England,ENG,Spain,1982,Group stage,Spain,Eliminated in the group stages,6,1,5,3,2,0,60.0,GREENWOOD Ron (ENG)
England,ENG,Mexico,1986,Quarter-finals,Argentina,Eliminated by Argentina,7,3,5,2,1,2,40.0,ROBSON Bobby (ENG)
England,ENG,Italy,1990,Fourth place,Italy,Finished 4th behind Italy,8,6,7,3,2,2,42.86,ROBSON Bobby (ENG)
England,ENG,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
England,ENG,France,1998,Round of 16,Argentina,Eliminated by Argentina,7,4,4,2,0,2,50.0,HODDLE Glenn (ENG)
England,ENG,Korea/Japan,2002,Quarter-finals,Brazil,Eliminated by Brazil,6,3,5,2,2,1,40.0,Sven-G�ran ERIKSSON (SWE)
England,ENG,Germany,2006,Quarter-finals,Portugal,Eliminated by Portugal,6,2,5,3,1,1,60.0,Sven-G�ran ERIKSSON (SWE)
England,ENG,South Africa,2010,Round of 16,Germany,Eliminated by Germany,3,5,4,1,2,1,25.0,CAPELLO Fabio (ITA)
England,ENG,Brazil,2014,Group stage,Costa Rica,Eliminated in the group stages,2,4,3,0,1,2,0.0,HODGSON Roy (ENG)
France,FRA,Uruguay,1930,Group stage,Chile,Eliminated in the group stages,4,3,3,1,0,2,33.33,CAUDRON Raoul (FRA)
France,FRA,Italy,1934,Preliminary round,Austria,Eliminated by Austria,2,3,1,0,0,1,0.0,KIMPTON George (ENG)
France,FRA,France,1938,Quarter-finals,Italy,Eliminated by Italy,4,4,2,1,0,1,50.0,BARREAU Gaston (FRA)
France,FRA,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
France,FRA,Switzerland,1954,Group stage,Mexico,Eliminated in the group stages,3,3,2,1,0,1,50.0,PIBAROT Pierre (FRA)
France,FRA,Sweden,1958,Third place,Germany,Beaten Germany to finish 3rd,23,15,6,4,0,2,66.67,BATTEAUX Albert (FRA)
France,FRA,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
France,FRA,England,1966,Group stage,England,Eliminated in the group stages,2,5,3,0,1,2,0.0,GUERIN Henri (FRA)
France,FRA,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
France,FRA,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
France,FRA,Argentina,1978,Group stage,Hungary,Eliminated in the group stages,5,5,3,1,0,2,33.33,HIDALGO Michel (FRA)
France,FRA,Spain,1982,Fourth place,Poland,Finished 4th behind Poland,16,12,7,3,1,3,42.86,HIDALGO Michel (FRA)
France,FRA,Mexico,1986,Third place,Belgium,Beaten Belgium to finish 3rd,12,6,7,5,1,1,71.43,MICHEL Henri (FRA)
France,FRA,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
France,FRA,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
France,FRA,France,1998,Champions,Brazil,Beaten Brazil to become champions,15,2,7,7,0,0,100.0,JACQUET Aime (FRA)
France,FRA,Korea/Japan,2002,Group stage,Denmark,Eliminated in the group stages,0,3,3,0,1,2,0.0,LEMERRE Roger (FRA)
France,FRA,Germany,2006,Runners-up,Italy,Lost the final to Italy,9,3,7,4,2,1,57.14,DOMENECH Raymond (FRA)
France,FRA,South Africa,2010,Group stage,South Africa,Eliminated in the group stages,1,4,3,0,1,2,0.0,DOMENECH Raymond (FRA)
France,FRA,Brazil,2014,Quarter-finals,Germany,Eliminated by Germany,10,3,5,3,1,1,60.0,DESCHAMPS Didier (FRA)
German DR,GDR,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
German DR,GDR,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
German DR,GDR,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
German DR,GDR,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
German DR,GDR,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
German DR,GDR,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
German DR,GDR,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
German DR,GDR,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
German DR,GDR,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
German DR,GDR,Germany,1974,Group stage,Argentina,Eliminated in the group stages,5,5,6,2,2,2,33.33,
German DR,GDR,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
German DR,GDR,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
German DR,GDR,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
German DR,GDR,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
German DR,GDR,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
German DR,GDR,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
German DR,GDR,Korea/Japan,2002,Not qualified,,Did not qualify for the tournament,,,,,,,,
German DR,GDR,Germany,2006,Not qualified,,Did not qualify for the tournament,,,,,,,,
German DR,GDR,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
German DR,GDR,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
Germany,GER,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Germany,GER,Italy,1934,Third place,Austria,Beaten Austria to finish 3rd,11,8,4,3,0,1,75.0,NERZ Otto (GER)
Germany,GER,France,1938,Round of 16,Switzerland,Eliminated by Switzerland,3,5,2,0,1,1,0.0,HERBERGER Sepp (FRG)
Germany,GER,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Germany,GER,Switzerland,1954,Champions,Hungary,Beaten Hungary to become champions,25,14,6,5,0,1,83.33,HERBERGER Sepp (FRG)
Germany,GER,Sweden,1958,Fourth place,France,Finished 4th behind France,12,14,6,2,2,2,33.33,HERBERGER Sepp (FRG)
Germany,GER,Chile,1962,Quarter-finals,Yugoslavia,Eliminated by Yugoslavia,4,2,4,2,1,1,50.0,HERBERGER Sepp (FRG)
Germany,GER,England,1966,Runners-up,England,Lost the final to England,15,6,6,4,1,1,66.67,SCHOEN Helmut (FRG)
Germany,GER,Mexico,1970,Third place,Uruguay,Beaten Uruguay to finish 3rd,17,10,6,4,0,2,66.67,SCHOEN Helmut (FRG)
Germany,GER,Germany,1974,Champions,Netherlands,Beaten Netherlands to become champions,13,4,7,6,0,1,85.71,SCHOEN Helmut (FRG)
Germany,GER,Argentina,1978,Group stage,Austria,Eliminated in the group stages,10,5,6,1,4,1,16.67,SCHOEN Helmut (FRG)
Germany,GER,Spain,1982,Runners-up,Italy,Lost the final to Italy,12,10,7,4,1,2,57.14,DERWALL Jupp (GER)
Germany,GER,Mexico,1986,Runners-up,Argentina,Lost the final to Argentina,8,7,7,3,1,3,42.86,BECKENBAUER Franz (GER)
Germany,GER,Italy,1990,Champions,Argentina,Beaten Argentina to become champions,15,5,7,6,1,0,85.71,BECKENBAUER Franz (GER)
Germany,GER,USA,1994,Quarter-finals,Bulgaria,Eliminated by Bulgaria,9,7,5,3,1,1,60.0,VOGTS Berti (GER)
Germany,GER,France,1998,Quarter-finals,Croatia,Eliminated by Croatia,8,6,5,3,1,1,60.0,VOGTS Berti (GER)
Germany,GER,Korea/Japan,2002,Runners-up,Brazil,Lost the final to Brazil,14,3,7,5,1,1,71.43,VOELLER Rudi (GER)
Germany,GER,Germany,2006,Third place,Portugal,Beaten Portugal to finish 3rd,14,6,7,6,0,1,85.71,J�rgen KLINSMANN (GER)
Germany,GER,South Africa,2010,Third place,Uruguay,Beaten Uruguay to finish 3rd,16,5,7,5,0,2,71.43,LOEW Joachim (GER)
Germany,GER,Brazil,2014,Champions,Argentina,Beaten Argentina to become champions,18,4,7,6,1,0,85.71,LOEW Joachim (GER)
Ghana,GHA,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ghana,GHA,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ghana,GHA,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ghana,GHA,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ghana,GHA,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ghana,GHA,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ghana,GHA,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ghana,GHA,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ghana,GHA,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ghana,GHA,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ghana,GHA,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ghana,GHA,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ghana,GHA,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ghana,GHA,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ghana,GHA,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ghana,GHA,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ghana,GHA,Korea/Japan,2002,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ghana,GHA,Germany,2006,Round of 16,Brazil,Eliminated by Brazil,4,6,4,2,0,2,50.0,DUJKOVIC Ratomir (SRB)
Ghana,GHA,South Africa,2010,Quarter-finals,Uruguay,Eliminated by Uruguay,5,4,5,2,1,2,40.0,RAJEVAC Milovan (SRB)
Ghana,GHA,Brazil,2014,Group stage,Portugal,Eliminated in the group stages,4,6,3,0,1,2,0.0,APPIAH James (GHA)
Greece,GRE,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Greece,GRE,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Greece,GRE,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Greece,GRE,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Greece,GRE,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Greece,GRE,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Greece,GRE,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Greece,GRE,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Greece,GRE,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Greece,GRE,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Greece,GRE,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Greece,GRE,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Greece,GRE,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Greece,GRE,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
Greece,GRE,USA,1994,Group stage,Nigeria,Eliminated in the group stages,0,10,3,0,0,3,0.0,PANAGOULIAS Alkis (GRE)
Greece,GRE,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
Greece,GRE,Korea/Japan,2002,Not qualified,,Did not qualify for the tournament,,,,,,,,
Greece,GRE,Germany,2006,Not qualified,,Did not qualify for the tournament,,,,,,,,
Greece,GRE,South Africa,2010,Group stage,Argentina,Eliminated in the group stages,2,5,3,1,0,2,33.33,REHHAGEL Otto (GER)
Greece,GRE,Brazil,2014,Round of 16,Costa Rica,Eliminated by Costa Rica,3,5,4,1,1,2,25.0,SANTOS Fernando (POR)
Haiti,HAI,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Haiti,HAI,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Haiti,HAI,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Haiti,HAI,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Haiti,HAI,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Haiti,HAI,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Haiti,HAI,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Haiti,HAI,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Haiti,HAI,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Haiti,HAI,Germany,1974,Group stage,Argentina,Eliminated in the group stages,2,14,3,0,0,3,0.0,TASSY Antoine (HAI)
Haiti,HAI,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Haiti,HAI,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Haiti,HAI,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Haiti,HAI,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
